,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,1,631894891,False,0.0355528369545937,10860,1450,5350,4.97278120615264e-05,1.26663371702307e-06,0.000146836347994395,115.926445007324,9.2432074432373e-07,294040662,820,140147867648.0,595710912.0,87472.015625,754.547546386719,0.7297458672
1,1,631895630,False,0.0740245282649994,8010,4980,5500,0.00131090692247609,0.000169749677772971,0.0108871884069137,64.1367250279826,2.43666152217403e-05,294040662,46,4645067408.0,117179100.0,1275750.93905258,19891.1144667268,0.1435443975
2,1,631893696,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,294040662,312782554,39380221952.0,192023104.0,0.0,0.0,0.2352283024
3,1,631895194,False,0.0298599023371935,3330,3220,4510,6.42886260873017e-05,9.07835783436894e-06,0.000753677042666823,83.0190963745117,1.19497135009766e-06,294040662,608,14656474112.0,107451904.0,80984.03125,975.48681640625,0.1316285824
4,2,631894337,False,0.0696918517351151,11420,4110,6280,0.00133833133604242,2.97065762424609e-05,0.00303436047397554,102.144409179688,2.48763692871094e-05,294040662,968,165369135104.0,683594112.0,2074271.0,20307.240234375,0.8374027872
5,3,631896290,False,0.0605206228792667,8780,4480,5660,0.00022001685809404,9.92873321395246e-05,0.00403481353534678,40.6377475192587,4.08958563842773e-06,294040662,397,383394112.0,33624000.0,135666.5703125,3338.43725585938,0.0411894
6,3,631896608,False,0.0422457121312618,8180,5710,6220,0.000204309402826448,0.000108517259475156,0.00679846797574542,62.6487252684614,3.79762172241211e-06,294040662,673,459570384.0,28567800.0,194217.2734375,3100.09936523438,0.034995555
7,3,631896817,False,0.325373262166977,8610,2860,3770,0.0830642393714263,0.00107119931851513,0.0864323712585879,80.6874778247604,0.0015439649640625,294040662,848,12494161381.0,1176606016.0,101696848.0,1260379.5625,1.4413423696
8,1,631894778,False,0.0565296411514282,4890,2820,3300,0.000115154125372689,4.12189456255874e-06,0.00039557961281389,95.9703369140625,2.14043897094727e-06,294040662,945,89065357312.0,423906304.0,167688.6875,1747.29711914062,0.5192852224
9,3,631896653,False,0.0995204299688339,7310,3890,8090,0.00106147471488449,6.31379972652245e-06,0.00039623851675319,62.7575364940239,1.9730268794632e-05,294040662,709,351517092864.0,2550974464.0,1010794.33789062,16106.3418731689,3.1249437184
10,2,631893846,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,294040662,427,31311341568.0,214267504.0,0.0,0.0,0.2624776924
11,1,631895131,False,0.328143239021301,7840,7210,2730,0.0133230669304102,0.000373639777535573,0.0529504045844078,141.715118408203,0.00024764385625,294040662,655,71201898496.0,541051200.0,28648880.0,202158.25,0.66278772
12,2,631894410,False,0.1386638879776,12280,6800,6230,0.0946700378366743,0.00121664593461901,0.0689341053366661,56.6591377258301,0.00175968891875,294040662,1048,43186835456.0,1180689280.0,81389760.0,1436480.75,1.446344368
13,2,631893718,False,0.0165906567126513,5050,5120,8970,4.21445080385098e-06,3.26129679706355e-07,0.000108340296719689,332.200042724609,7.83365312576294e-08,294040662,314,29908363264.0,196082096.0,21243.591796875,63.9481887817383,0.2402005676
14,1,631895560,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,294040662,148,16128118784.0,65983500.0,0.0,0.0,0.0808297875
15,3,631895965,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,294040662,312782624,3331197952.0,25666200.0,0.0,0.0,0.031441095
16,2,631894441,False,0.0876769050955772,7830,4190,7690,0.00158163039461678,0.000213059814996086,0.0144764119759202,67.9452972412109,2.93987151855469e-05,294040662,1088,7249904640.0,112639504.0,1630615.875,23998.951171875,0.1379833924
17,1,631893587,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,294040662,312782640,6076133888.0,27284400.0,0.0,0.0,0.03342339
