,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,2,630789128,False,0.784999132156372,5490,2840,8270,0.820106623948657,0.000685328484264718,0.517475443025712,755.076514265866,0.0205239041227322,182892855,623,3218968961104.0,24446973724.0,12650708558.4648,16754207.4471283,29.9475428119
1,3,630792881,False,0.0166967865079641,11280,4290,4590,1.80893347532884e-05,4.8224685564567e-06,0.000869640239163548,180.330929892577,4.52701833248138e-07,182892855,589508455,1901870080.0,76631400.0,66641.7490234375,369.552516937256,0.093873465
2,1,630790820,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,182892855,910,9649726464.0,84020400.0,0.0,0.0,0.10292499
3,2,630789527,False,0.985482454299927,6990,3960,7080,0.774149235877883,0.0298041254281998,33.4984245300293,1123.95263671875,0.01937377925,182892855,1020,92020097024.0,530642304.0,17775681536.0,15815330.0,0.6500368224
4,3,630794080,False,0.0915979966521263,7640,2660,5360,0.00057978299769204,1.60528075903108e-05,0.00284458314727571,177.201597369962,1.45095897400856e-05,182892855,824,27305498344.0,737849936.0,2098875.49316406,11844.5630531311,0.9038661716
5,3,630793600,False,0.251862287521362,6520,3790,7220,0.000877754626765453,2.43858978977868e-05,0.00819701894356336,336.137671777397,2.19665971191406e-05,182892855,629,74363598848.0,735339584.0,6027592.5,17931.916015625,0.9007909904
6,2,630789340,False,0.213423699140549,12950,7290,7220,0.000567513715382339,9.06933273654431e-05,0.0122628025710583,135.21174621582,1.42025399414062e-05,182892855,866,432023712.0,127836416.0,1567632.75,11593.91015625,0.1565996096
7,3,630792304,False,0.0106320660561323,6140,5710,5730,1.36954426852104e-05,1.64702485603829e-06,0.000206248495621852,125.224883441016,3.42740741729736e-07,182892855,38,16542895104.0,169875008.0,35036.46484375,279.788360595703,0.2080968848
8,3,630792868,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,182892855,147,1106105216.0,13015459.5,0.0,0.0,0.0159439378875
9,1,630790429,False,0.150239646434784,7880,1320,1780,0.00116395646344397,0.000448222301201895,0.0779783502221107,173.972503662109,2.91290548828125e-05,182892855,1074,10692419584.0,53051400.0,4136860.75,23778.8203125,0.064987965
10,3,630793518,False,0.00706175714731216,5370,5080,2250,4.57588957749136e-06,1.88599943829574e-07,2.62187106414793e-05,139.017595175805,1.14515742492676e-07,182892855,583,66869897216.0,495664192.0,12995.6760253906,93.4822387695312,0.6071886352
11,2,630789625,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,182892855,1081,440145696.0,4872600.0,0.0,0.0,0.005968935
12,2,630789503,False,0.50745552778244,6570,690,7890,0.0389495802980473,0.00859876815229654,3.52106022834778,409.484252929688,0.0009747481953125,182892855,1006,13457223680.0,92538000.0,325831872.0,795712.8125,0.11335905
13,2,630789445,False,0.532698273658752,8210,1440,6850,0.00651823023109323,0.000224062983761542,0.0454498752951622,202.844192504883,0.00016312456015625,182892855,971,31080890368.0,594310144.0,27011322.0,133162.90625,0.7280299264
14,1,630791739,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,182892855,295,126582687744.0,850365632.0,0.0,0.0,1.0416978992
15,3,630794744,False,0.169997975230217,7340,6680,6910,0.00102925262316137,4.1177488229543e-06,0.000613452633865983,148.977672082936,2.57579704138044e-05,182892855,290,342280814016.0,5106410208.0,3132540.79169774,21026.9146235138,6.2553525048
16,1,630792164,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,182892855,28,65288884224.0,471447968.0,0.0,0.0,0.5775237608
17,3,630792865,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,182892855,146,67296612352.0,2126748544.0,0.0,0.0,2.6052669664
18,3,630793754,False,0.622594833374023,7030,2650,7060,0.134819857469553,0.000468233317750557,0.0955147388168549,203.989624821484,0.00337398790321045,182892855,726,824653037568.0,5882272224.0,561843695.125,2754275.83935547,7.2057834744
19,1,630791836,False,0.440660357475281,12420,7340,5680,0.00410534897836789,0.00279785762540996,0.365453064441681,130.618896484375,0.000102740041796875,182892855,230,98730192.0,29976300.0,10954931.0,83869.421875,0.0367209675
20,1,630791666,False,0.0368836931884289,4990,6240,4650,0.000101041345132974,1.51534550241195e-06,0.000211670689168386,139.684768676758,2.52865032348633e-06,182892855,342,125592961024.0,1362200448.0,288337.90625,2064.20434570312,1.6686955488
21,2,630790267,False,0.669967472553253,5470,2630,8190,0.389659067231527,0.016486506909132,8.38918972015381,508.851867675781,0.0097515677875,182892855,484682512,33833850880.0,482847168.0,4050696704.0,7960463.5,0.5914877808
22,1,630791448,False,0.0899060294032097,9350,430,4220,0.000446482284095844,1.93271363842823e-05,0.0032696337189332,169.173210863882,1.11736197753906e-05,182892855,533,93432565760.0,471943804.0,1543083.375,9121.322265625,0.5781311599
23,1,630791848,False,0.0539590753614902,7310,7200,5260,0.000258932204182358,4.12553054047748e-05,0.0060118199326098,145.722351074219,6.4800107421875e-06,182892855,223,4687390720.0,128221200.0,770842.75,5289.8046875,0.15707097
24,2,630787838,False,0.364291608333588,5070,6950,6460,0.00194850880728994,4.32400087710727e-05,0.00663426882303319,153.428942583182,4.87631812441274e-05,182892855,141,94613830368.0,920598300.0,6107496.60022736,39806.6785666347,1.1277329175
25,3,630794738,False,0.249916553497314,9290,2280,9640,0.00340300253287946,0.000156975661662552,0.0666240057349957,424.422518939378,8.51631918029785e-05,182892855,312782574,88112638848.0,442877400.0,29506266.4375,69520.9729003906,0.542524815
26,1,630792214,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,182892855,6,6864280576.0,943776896.0,0.0,0.0,1.1561266976
27,3,630793490,False,0.0291123725473881,5750,4080,6080,1.68267928412377e-05,3.22038075272103e-07,6.44083535283763e-05,200.002293126225,4.21105589056015e-07,182892855,571,137095709184.0,1067450376.0,68752.7211914062,343.759664535522,1.3076267106
28,2,630788954,False,0.24488939344883,1330,2570,6540,0.012519165089363,4.09810709243175e-05,0.00686075026169419,167.412673950195,0.000313303339453125,182892855,507,748062507008.0,6240877056.0,42817100.0,255757.828125,7.6450743936
29,2,630788388,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,182892855,406,7075527424.0,91239012.0,0.0,0.0,0.1117677897
30,2,630789533,False,0.379150897264481,7040,3130,9980,0.00216100367431433,0.000166705038282089,0.0692164674401283,415.203186035156,5.40810559570312e-05,182892855,1023,49271373824.0,264825824.0,18330308.0,44147.80078125,0.3244116344
31,2,630789566,False,0.506526291370392,6930,1300,8400,0.0631213871316415,0.00223595858551562,1.52444624900818,681.786437988281,0.00157966935,182892855,1047,161016758272.0,576721792.0,879181376.0,1289526.0,0.7064841952
