,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,3,632228363,False,0.0580108836293221,8280,4460,10250,4.71748461288726e-05,3.22359616475737e-06,0.00120992298441839,375.333299389708,5.98403714752197e-07,293914056,692,20092431360.0,151536608.0,183347.625,488.492828369141,0.1856323448
1,2,632224926,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,1015,104555986944.0,538884928.0,0.0,0.0,0.6601340368
2,2,632223352,False,0.131998032331467,9080,4130,7280,0.00080172980715187,3.58694774149626e-06,0.000284996669506654,79.4538040161133,1.01697861083984e-05,293914056,128,54034046976.0,2314465280.0,659614.875,8301.8662109375,2.835219968
3,1,632227366,False,0.17827682197094,8200,2230,4280,0.00200930840930912,2.20403726416407e-05,0.00441416725516319,200.276428222656,2.54876849609375e-05,293914056,502,135019716608.0,944007296.0,4167006.0,20806.2734375,1.1564089376
4,2,632223480,False,0.0795224606990814,12900,7290,5720,0.00135290539247176,0.000462237338069826,0.0528025068342686,114.232460021973,1.71613408203125e-05,293914056,198,126689352.0,30307500.0,1600312.0,14009.2578125,0.0371266875
5,1,632225907,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,1104,9601820672.0,74858400.0,0.0,0.0,0.09170154
6,3,632228226,False,0.0896016359329224,9090,2930,7850,0.00385609969823296,0.00017998655317529,0.0105614662277707,58.6791959812956,4.89138719726562e-05,293914056,482,4447476480.0,221848192.0,2343042.1875,39929.69140625,0.2717640352
7,2,632225031,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,1069,136725120.0,42514200.0,0.0,0.0,0.052079895
8,2,632223165,False,0.0282037071883678,5410,6620,7850,7.43634296511209e-05,3.46132583217695e-06,0.000486741802887991,140.622924804688,9.43285589599609e-07,293914056,23,23347531776.0,222466496.0,108283.7421875,770.029052734375,0.2725214576
9,2,632225241,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,560581559,6397440512.0,39449700.0,0.0,0.0,0.0483258825
10,1,632227734,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,237,110587776.0,4190400.0,0.0,0.0,0.00513324
11,2,632224755,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,182305709,18352244736.0,132363904.0,0.0,0.0,0.1621457824
12,2,632224562,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,816,20694245376.0,105716704.0,0.0,0.0,0.1295029624
13,3,632228687,False,0.1180599629879,6770,7060,5650,0.0261009195191084,0.00038369455385763,0.0319431351534922,83.2514687329775,0.000331085069276428,293914056,157,38432543232.0,704397608.0,22500667.9941406,270273.525939941,0.8628870698
14,3,632228792,False,0.756121158599854,7290,4110,8900,4.98478558701309,0.0041366315576883,0.77735104376758,187.918849655054,0.0632310321556344,293914056,983,251108613074.0,12478067816.0,9699839040.97025,51617169.1066403,15.2856330746
15,2,632223574,False,0.186919823288918,7960,1080,7510,0.00313498743417618,0.000474680797196925,0.0927723571658134,195.441558837891,3.97667036621094e-05,293914056,257,7896692224.0,68388304.0,6344544.0,32462.615234375,0.0837756724
16,1,632225871,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,526157196,4922265600.0,50499900.0,0.0,0.0,0.0618623775
17,2,632224911,True,1.0,7660,3370,7800,0.440308533566697,0.830288163827745,2289.81725058993,2757.85847654813,0.00558522780135035,293914056,1008,13073042838.8257,5491309.9239378,12574096192.1684,4559369.63375539,0.0067268546568238
18,1,632227049,False,0.272862762212753,9310,5090,3610,0.00932936114025381,0.000296604761388153,0.0410683713853359,138.461608886719,0.000118341125,293914056,612,11009760256.0,325702784.0,13376083.0,96605.0,0.3989859104
19,1,632227442,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,478,34524549120.0,237633296.0,0.0,0.0,0.2911007876
20,1,632227896,False,0.149131283164024,10870,1560,5400,0.00166841411162795,8.63598681304559e-06,0.00114030031843924,132.040534929568,2.11635073364258e-05,293914056,4,267933343744.0,2000504736.0,2281176.1875,17276.3325195312,2.4506183016
21,2,632224716,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,927,581548800.0,11122200.0,0.0,0.0,0.013624695
22,1,632226484,False,0.00368436542339623,6160,4730,1900,2.1901913603515e-06,9.66265133683919e-07,8.744699152885e-05,90.4999923706055,2.7782149887085e-08,293914056,849,1819668864.0,23471100.0,2052.47705078125,22.6793060302734,0.0287520975
23,2,632223260,False,0.680345416069031,7620,4010,9390,0.21507417981407,0.000830466712778192,0.141541013830454,170.435505303941,0.00272817398908806,293914056,73,71930835288.0,2681721944.0,379573642.765137,2227080.80741882,3.2851093814
24,2,632224627,False,0.443957448005676,7520,4480,9680,0.0107308295428987,0.0015103118494153,0.339747071266174,224.951583862305,0.000136118478125,293914056,884,5700079104.0,73572304.0,24995974.0,111117.125,0.0901260724
25,3,632228380,False,0.397383898496628,6960,3930,8130,0.0087486303728029,0.000114948362851336,0.0313133052570948,272.411928977124,0.000110974668571839,293914056,718,49684502528.0,788106624.0,24678223.2924504,90591.5661810935,0.9654306144
26,2,632223578,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,263,5312075776.0,41650200.0,0.0,0.0,0.051021495
27,1,632227831,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,106,142968416.0,3250800.0,0.0,0.0,0.00398223
28,2,632223443,False,0.131611630320549,2370,2120,6020,0.00130886467917405,5.74958176002838e-05,0.00673846341669559,117.199188232422,1.660269296875e-05,293914056,171,34194501632.0,235725296.0,1588426.25,13553.21875,0.2887634876
29,1,632227779,False,0.0539065562188625,7150,3290,3130,0.000348358558416815,1.97565768758068e-05,0.00151117541827261,76.4897384643555,4.41886031494141e-06,293914056,178,9163940864.0,182583904.0,275916.3125,3607.23291015625,0.2236652824
30,3,632227999,False,0.214665606617928,8390,6080,5200,0.00530271222745217,0.00028689405077716,0.0365035763841401,127.237132611347,6.726386953125e-05,293914056,606826647,6800072192.0,191392192.0,6986499.5,54909.28125,0.2344554352
31,2,632224422,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,685,28431986688.0,417928512.0,0.0,0.0,0.5119624272
32,2,632224049,False,0.722551286220551,7560,3440,9430,1.06239747748467,0.000543724105227739,0.193275973200798,355.466979980469,0.013476304625,293914056,477,2694968255168.0,20232806400.0,3910515200.0,11001065.0,24.78518784
33,3,632229106,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,549009211,1241912768.0,14720400.0,0.0,0.0,0.01803249
34,3,632228117,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,314,45739802624.0,392164192.0,0.0,0.0,0.4804011352
35,3,632228118,False,0.914080321788788,8720,1250,8810,12.7713649947418,0.00119190224293268,0.716960032179719,601.525868779002,0.162002272025054,293914056,315,17777276363962.6,110954361784.0,79549842795.1368,132246752.673513,135.9190931854
36,3,632228586,False,0.177655130624771,9040,6350,7750,0.0172163474348071,8.33121845610105e-05,0.00932670950870018,111.948925092345,0.000218386006629658,293914056,901,874344241.5,2139834552.0,19957615.2631836,178274.291126251,2.6212973262
37,3,632228352,False,0.0333231985569,4640,5030,2760,2.15022258409833e-05,1.47321283476863e-06,0.000273805159851675,185.855806703365,2.72751537621021e-07,293914056,675,21819189248.0,151135200.0,41381.5975952148,222.654316425323,0.18514062
38,3,632228041,False,0.194501101970673,7960,6220,4580,0.00546758197583739,0.00081229301239713,0.120614017153614,148.485848471937,6.93552101074219e-05,293914056,210,2578614016.0,69699600.0,8406748.75,56616.498046875,0.08538201
39,1,632227869,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,41,18383437824.0,131492704.0,0.0,0.0,0.1610785624
40,3,632228381,False,0.0495500676333904,12920,5160,5400,0.000553028409519785,1.53415185859658e-05,0.000930905983281088,60.6788681358225,7.01505742522383e-06,293914056,720,7986150336.0,373273184.0,347482.240383983,5726.57748997863,0.4572596504
41,2,632224558,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,810,26326476800.0,163526400.0,0.0,0.0,0.20031984
42,1,632226185,False,0.0114625571295619,11820,5430,5260,2.53190937490546e-05,2.43459157900361e-06,0.000182354924618267,74.9016494750977,3.21167761993408e-07,293914056,970,1750456320.0,107688600.0,19637.546875,262.177764892578,0.131918535
43,3,632229036,False,0.0024220950435847,5280,4460,10270,6.89117638606819e-07,1.46877758547973e-08,1.61250846138231e-06,109.785748184306,8.74132273197174e-09,293914056,1106,74734014464.0,485830784.0,783.40625,7.13577365875244,0.5951427104
44,1,632226066,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,1020,56436498432.0,563678080.0,0.0,0.0,0.690505648
45,3,632228300,False,0.0227274186909199,10520,4970,5820,8.76247066288536e-05,9.31502680421293e-06,0.00088097188215426,94.575345908379,1.11150229949951e-06,293914056,604,8438096896.0,97407000.0,85812.828125,907.348815917969,0.119323575
46,1,632226156,False,0.0607415698468685,6790,2190,5660,0.000818532999487538,0.000305370456771925,0.0258838701993227,84.7621917724609,1.03829313232422e-05,293914056,982,2571435520.0,27756000.0,718432.6875,8475.8623046875,0.0340011
47,2,632224156,False,0.998439729213715,7740,3140,7680,1.67557218894841,0.00190443405881524,0.803454756736755,421.886383056641,0.02125430615,293914056,549,916351485791.87,9110556672.0,7319920128.0,17350454.0,11.1604319232
48,1,632225248,False,0.0871059894561768,9050,1830,1510,0.000414976191906299,1.94051657975774e-05,0.00300842964666971,155.032411371888,5.2638919921875e-06,293914056,312782574,39590358464.0,221438700.0,666182.75,4297.0546875,0.2712624075
49,1,632226111,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,1004,8754595840.0,87759904.0,0.0,0.0,0.1075058824
50,1,632225109,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,560581551,6803411968.0,106070400.0,0.0,0.0,0.12993624
51,1,632225376,False,0.247589811682701,7270,6250,4040,0.00545112904648544,3.09899942517112e-05,0.00324802501661271,104.80882927022,6.91465079101562e-05,293914056,278,219578060096.0,1821430764.0,5916052.6875,56446.12890625,2.2312526859
52,3,632228353,False,0.155737921595573,5040,4560,10210,0.0052359359596974,2.56397026816925e-05,0.0031099863403721,121.295725577689,6.64168256093137e-05,293914056,677,329077041920.0,2114603960.0,6576389.43089676,54217.8168239295,2.590389851
53,1,632226662,False,0.0737239867448807,8430,6350,3280,0.000306559518784005,7.29755129214027e-06,0.00121399341151118,166.356262207031,3.88864765625e-06,293914056,780,46007091200.0,434996096.0,528082.375,3174.40625,0.5328702176
54,1,632227852,False,0.121976993978024,1910,2600,5300,0.00501152919706801,0.000449556449893862,0.0486658252775669,108.252983093262,6.35702696289062e-05,293914056,68,13031642112.0,115434000.0,5617691.0,51894.09765625,0.14140665
55,3,632228229,False,0.722551286220551,7560,3440,9430,0.966799087363158,0.000427518243360871,0.153205863629706,358.360996305798,0.0122636577068359,293914056,485,3122052595712.0,23416893440.0,3587605383.0,10011149.1484375,28.685694464
56,2,632224914,False,0.907786428928375,7530,3260,7720,0.210856407539705,0.00344122463345292,1.80402513693342,524.239283711991,0.00267467237108459,293914056,1008,55059985001.1743,634485176.0,1144627206.51562,2183406.01721191,0.7772443406
57,2,632223936,False,0.86016058921814,8610,1470,9170,2.52607621956799,0.0474268622148206,27.1886318207761,573.274944853506,0.0320427837625,293914056,409,108007779840.0,551530784.0,14995367424.0,26157374.5,0.6756252104
58,2,632224553,False,0.506665229797363,5740,6940,7020,0.0747110363324139,0.000183578129508533,0.0276438910514116,150.583786010742,0.0009476949125,293914056,803,351003580192.0,4214164736.0,116495912.0,773628.5,5.1623518016
59,3,632228159,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,366,34658925568.0,275702400.0,0.0,0.0,0.33773544
60,3,632228965,False,0.173528701066971,11170,4030,9480,0.011560068197508,2.60188041284167e-05,0.00321010903571178,123.376501851053,0.00014663720859375,293914056,1064,781953990656.0,4600666624.0,14768641.5,119703.84375,5.6358166144
61,2,632224827,False,0.69282478094101,8270,3220,9750,0.382066044791411,0.00643898732960224,0.891924142837524,138.519317626953,0.0048464332,293914056,971,11135637504.0,614424576.0,548020096.0,3956272.0,0.7526701056
62,2,632224596,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,293914056,859,531457248.0,12558600.0,0.0,0.0,0.015384285
63,3,632228164,False,0.0372533984482288,8500,4550,7490,8.75942050911755e-05,5.12121639002468e-06,0.000277576838787555,54.2013493763378,1.11111539344788e-06,293914056,374,16293173248.0,177112800.0,49162.4111328125,907.032974243164,0.21696318
64,1,632227815,False,0.0336387269198895,8850,3670,3670,0.000650799563568516,2.91168430521793e-06,0.000139101190143265,47.7734451293945,8.2552654296875e-06,293914056,128,54580531200.0,2314465280.0,321944.875,6738.9921875,2.835219968
