,hemisphere_id,id,is_injection,max_voxel_density,max_voxel_x,max_voxel_y,max_voxel_z,normalized_projection_volume,projection_density,projection_energy,projection_intensity,projection_volume,experiment_id,structure_id,sum_pixel_intensity,sum_pixels,sum_projection_pixel_intensity,sum_projection_pixels,volume
0,1,633302198,False,0.0207849461585283,4100,3910,3160,7.59359710535267e-06,5.25484040281299e-07,0.000118741234473418,225.965454101562,3.10867881393433e-07,183175010,484682512,30938009600.0,482925600.0,57343.18359375,253.76969909668,0.59158386
1,2,633302900,False,0.562571704387665,8890,1770,9860,0.0676716370711298,0.0677740648388863,28.5553798675537,421.332000732422,0.0027703522,183175010,312782578,6008704512.0,33368400.0,952847360.0,2261512.0,0.04087629
2,1,633301597,False,0.232830300927162,7240,600,3080,0.00015877584171803,8.19320519188471e-06,0.00466648919120651,569.556001823147,6.49999056396484e-06,183175010,312782546,133842935296.0,647623808.0,3022129.5,5306.11474609375,0.7933391648
3,3,633303344,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,183175010,358,8170005248.0,42490800.0,0.0,0.0,0.05205123
4,2,633302884,False,0.562045335769653,7270,680,7300,0.0448921465843551,0.00781284272670746,2.81878757476807,360.788940429688,0.001837801809375,183175010,312782554,26231584768.0,192023104.0,541272320.0,1500246.375,0.2352283024
5,2,633301873,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,183175010,711,23005501440.0,149905792.0,0.0,0.0,0.1836345952
6,1,633303006,False,0.290505677461624,7800,6830,5480,0.000958204251966538,0.000571302545722574,0.156849965453148,274.547973632812,3.92271174804687e-05,183175010,126,4170162432.0,56051100.0,8791613.0,32022.13671875,0.0686625975
7,2,633301958,False,0.372732251882553,5850,1780,6820,0.00509922782222472,0.000131652952404693,0.0506747663021088,384.911712646484,0.000208752996484375,183175010,844,217912492032.0,1294392576.0,65593040.0,170410.609375,1.5856309056
8,1,633302842,False,0.0503995642066002,6310,7150,5010,5.22790732698161e-05,0.000155124871525913,0.0373760350048542,240.941589355469,2.140208984375e-06,183175010,349,733413632.0,11262600.0,420951.3125,1747.109375,0.013796685
9,2,633301645,False,0.174026280641556,3830,2660,5990,0.000321428956475083,2.43718077399535e-05,0.012678393162787,520.207336425781,1.31587095458984e-05,183175010,363,95564701696.0,440747104.0,5587965.0,10741.8037109375,0.5399152024
10,2,633302012,False,0.156753540039062,11760,5270,8060,0.00023139833987318,3.72219292330556e-05,0.016283955425024,437.482849121094,9.47302189941406e-06,183175010,153,9765849088.0,207756000.0,3383089.5,7733.0791015625,0.2545011
11,2,633301672,False,0.0887865722179413,7460,4920,6040,0.000176216637507762,6.38395323938455e-05,0.0184887479348788,289.612834580555,7.21398462524414e-06,183175010,406,13416555008.0,92246400.0,1705520.4375,5888.96704101562,0.11300184
12,1,633302755,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,183175010,501,8497718272.0,44468100.0,0.0,0.0,0.0544734225
13,3,633303883,False,0.0625480264425278,2760,3690,6420,2.66073676271705e-05,1.59367286563445e-06,0.000614987090105606,385.892929074109,1.08925663146973e-06,183175010,1125,127633989632.0,557949568.0,343131.78125,889.189086914062,0.6834882208
14,3,633303949,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,183175010,549009227,4156719616.0,40053600.0,0.0,0.0,0.04906566
15,3,633303361,False,0.136415258049965,8860,5280,4250,0.0020448048488836,4.89865198660469e-05,0.0151170627561359,308.596381156965,8.37105448730469e-05,183175010,381,225067835392.0,1394978432.0,21087976.5,68335.138671875,1.7088485792
16,1,633302343,False,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,183175010,1081,578392000.0,4872600.0,0.0,0.0,0.005968935
17,1,633302693,False,0.097094863653183,8130,2020,2180,0.000263783435048358,0.0001754184049787,0.0520923882722855,296.960815429688,1.07988080566406e-05,183175010,601,8656393216.0,50253300.0,2617814.5,8815.353515625,0.0615602925
18,2,633302013,False,0.104555189609528,11390,3260,6210,0.000133168332845211,2.42427707833713e-06,0.00128389619760662,529.599610984765,5.45166630859375e-06,183175010,920,403735330816.0,1835738944.0,2356898.25,4450.33984375,2.2487802064
19,1,633302597,False,0.0248962435871363,5420,4840,5520,2.47917655486375e-05,6.62405022451037e-06,0.00201256660440726,303.827195778249,1.01492922592312e-06,183175010,737,12039988608.0,125076596.0,251724.980102539,828.513653814793,0.1532188301
